chemlb_id,smiles,pchembl
CHEMBL354180,CNc1cc(OC)c(C(=O)NC[C@@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,6.66
CHEMBL168274,CCC[C@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,6.00
CHEMBL71960,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(Br)cc2)CC1,7.30
CHEMBL268558,Clc1ccc(N2CCN(Cc3cnn4ccc5ccccc5c34)CC2)cc1,5.75
CHEMBL168611,CCC[C@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,7.34
CHEMBL300571,Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1)CO2,7.78
CHEMBL353090,COc1ccc(Br)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,7.32
CHEMBL424575,CCC[C@@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,6.70
CHEMBL7686,Clc1ccc(N2CCN(Cc3cnc4ccccn34)CC2)cc1,7.89
CHEMBL353087,COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,6.60
CHEMBL64508,Oc1cccc(OCCNCc2ccccc2)c1,7.09
CHEMBL103900,Oc1ccc(N2CCN(Cc3ccccc3)CC2)cc1,7.04
CHEMBL7506,Clc1ccccc1N1CCN(Cc2cnn3ccccc23)CC1,8.52
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,7.80
CHEMBL267044,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,5.68
CHEMBL64553,Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1)CC2,6.94
CHEMBL268190,c1ccn2ncc(CN3CCN(C4CCCCC4)CC3)c2c1,5.35
CHEMBL166587,CNc1cc(OC)c(C(=O)NC[C@H]2CCN(Cc3ccccc3)C2)cc1Cl,7.64
CHEMBL169193,CNc1cc(OC)c(C(=O)NC[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,7.33
CHEMBL102490,CS(=O)(=O)Nc1cc(OCCNCc2cccs2)ccc1Cl,6.86
CHEMBL268799,Clc1ccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,8.96
CHEMBL103951,c1ccc(CNCCOc2ccccc2)cc1,7.03
CHEMBL269576,Clc1ccc(N2CCN(Cc3cnn4c3ccc3ccccc34)CC2)cc1,6.85
CHEMBL167032,COc1cc(NC(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,6.47
CHEMBL169631,COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@H]1CCN(Cc2ccccc2)C1,5.16
CHEMBL168372,COc1cc(N(C)C(C)=O)c(Cl)cc1C(=O)NC[C@@H]1CCN(Cc2ccccc2)C1,5.38
CHEMBL294747,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,7.20
CHEMBL168544,CCC[C@@H]1CN(Cc2ccccc2)C[C@H]1CNC(=O)c1cc(Cl)c(NC)cc1OC,6.89
CHEMBL7442,Clc1ccc(N2CCN(Cc3cnn4c3CCCC4)CC2)cc1,7.90
CHEMBL273860,c1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,7.77
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,9.22
CHEMBL101032,c1ccc(CN2CCN(c3ccccc3)CC2)cc1,6.57
CHEMBL267853,Clc1ccc(N2CCN(Cc3cnc4ncccn34)CC2)cc1,6.54
CHEMBL7927,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,8.70
CHEMBL319816,Nc1cc(OCCNCc2ccccc2)ccc1Cl,7.57
CHEMBL268799,Clc1ccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,8.80
CHEMBL7549,CCCN1CCC[C@@H](c2cccc(O)c2)C1,7.80
CHEMBL7549,CCCN1CCC[C@@H](c2cccc(O)c2)C1,7.22
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,6.66
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.64
CHEMBL60518,Ic1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,9.29
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,8.00
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,8.07
CHEMBL301265,CCCN[C@H]1CCc2nc(N)sc2C1,7.82
CHEMBL80845,CCCN1CCc2nn3ccccc3c2C1,7.06
CHEMBL59103,c1ccc(C2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,7.60
CHEMBL59324,c1ccc(N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1,8.10
CHEMBL310867,CCCN(CCC)[C@H]1CCc2nn3ccccc3c2C1,7.30
CHEMBL310867,CCCN(CCC)[C@H]1CCc2nn3ccccc3c2C1,6.37
CHEMBL57478,CC1CCN(Cc2c[nH]c3ccccc23)CC1,6.24
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,9.37
CHEMBL111749,CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,8.37
CHEMBL58296,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)on3)CC2)cc1,7.36
CHEMBL127930,C1=C(c2ccccc2)CCN(Cc2nc3ccccc3[nH]2)C1,6.64
CHEMBL326454,CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,9.08
CHEMBL293341,Cc1c(-c2ccc(Cl)cc2)noc1C1CCN(CCc2ccccc2)CC1,8.60
CHEMBL91693,COc1cc(NC(=O)c2ccccc2)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,7.06
CHEMBL59,NCCc1ccc(O)c(O)c1,8.66
CHEMBL303692,CN(C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1)c1ccccc1,7.23
CHEMBL94050,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(C2C3CCCC2CCC3)C1,8.42
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,7.41
CHEMBL273772,N#Cc1cccnc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.86
CHEMBL113471,COc1c(C(=O)NCC[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,6.21
CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,6.70
CHEMBL63209,CN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)CCc2ccccc21,5.61
CHEMBL96369,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(C2CCCCC2)C1,8.68
CHEMBL330318,COc1cc(NC(=O)C(F)(F)F)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,8.72
CHEMBL447476,CNc1cc(OC)c(C(=O)N[C@H]2CCCN(Cc3ccccc3)C2)cc1Cl,7.60
CHEMBL305276,CN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)Cc2ccccc21,8.40
CHEMBL77563,Clc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,8.14
CHEMBL304584,CCN1C(=O)C(CC)(N2CCN(Cc3ccc(Cl)cc3)CC2)c2ccccc21,5.15
CHEMBL92192,C=CC(=O)Nc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C2)cc1Cl,8.89
CHEMBL98305,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@H]21,7.75
CHEMBL315446,COc1cc(NC(=O)C2CCC2)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,8.28
CHEMBL96792,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCNC1,5.66
CHEMBL109912,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C[C@@H]2C)cc1Cl,8.33
CHEMBL113471,COc1c(C(=O)NCC[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,6.30
CHEMBL61080,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)cc1,7.21
CHEMBL92924,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(C2C3CC4CC(C3)CC2C4)C1,8.36
CHEMBL338547,CSc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.07
CHEMBL91859,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(CCc2ccccc2)C1,8.47
CHEMBL111749,CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc1Cl,9.11
CHEMBL298875,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,8.30
CHEMBL325772,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(I)c2ccccc12,8.48
CHEMBL444309,Cc1c(C2CCN(CCc3ccccc3)CC2)noc1-c1ccc(Cl)cc1,8.46
CHEMBL92030,COc1cc(NC(=O)C2CCCC2)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,7.70
CHEMBL70565,CCCN1CCO[C@@H]2c3cc(O)ccc3OC[C@H]21,6.77
CHEMBL93021,COc1cc(NC(=O)C(C)C)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,8.52
CHEMBL98836,CCCN1CCO[C@@H]2c3cc(O)ccc3SC[C@@H]21,6.71
CHEMBL309372,COc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.91
CHEMBL77395,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)cc2c1,7.50
CHEMBL77395,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)cc2c1,8.44
CHEMBL325818,COc1c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,7.11
CHEMBL328866,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,8.68
CHEMBL124927,O=[N+]([O-])c1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,8.41
CHEMBL325772,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(I)c2ccccc12,8.92
CHEMBL112833,C#Cc1cc(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)c(OC)c2ccccc12,8.60
CHEMBL447476,CNc1cc(OC)c(C(=O)N[C@H]2CCCN(Cc3ccccc3)C2)cc1Cl,7.19
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.64
CHEMBL126529,C[C@@H]1CN(c2ccccn2)CCN1Cc1nc2ccccc2[nH]1,7.19
CHEMBL6416,Clc1ccc(-c2cc(C3CCN(CCc4ccccc4)CC3)[nH]n2)cc1,8.26
CHEMBL20734,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)C2C)cc1Cl,9.68
CHEMBL126510,Fc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.83
CHEMBL127226,c1ccc(C2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,7.85
CHEMBL326454,CNc1cc(OC)c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc1Cl,9.64
CHEMBL112831,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCCN(Cc2ccccc2)C1,6.28
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,7.77
CHEMBL67222,O=C1Nc2ccccc2CC1N1CCN(Cc2ccc(Cl)cc2)CC1,7.00
CHEMBL305061,Cc1ccc(CN2CCN(C3CCc4ccccc4N(C)C3=O)CC2)cc1,5.36
CHEMBL316317,COc1cc(NC(=O)C2CCC2)c(Cl)cc1C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,8.15
CHEMBL340099,N#Cc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.84
CHEMBL322802,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C[C@@H]1C,8.13
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,8.49
CHEMBL126595,c1cnc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,7.35
CHEMBL67414,CCN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)CCc2ccccc21,5.82
CHEMBL319079,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,8.25
CHEMBL125464,Cc1cccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)n1,7.44
CHEMBL127460,Fc1ccc2[nH]c(CN3CCN(c4ccccn4)CC3)nc2c1,8.10
CHEMBL126698,Brc1cc(Br)c2[nH]c(CN3CCN(c4ccccn4)CC3)nc2c1,6.38
CHEMBL109472,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(C#Cc2ccccc2)c2ccccc12,6.30
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.68
CHEMBL112395,CNc1cc(OC)c(C(=O)NC2CCN(Cc3ccccc3)CC2)cc1Cl,8.08
CHEMBL69584,O=C(CN1CCN(Cc2ccc(Cl)cc2)CC1)N1CCc2ccccc21,8.80
CHEMBL95096,COc1cc(NC(=O)C2CCCCC2)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,6.96
CHEMBL319597,CNc1cc(OC)c(C(=O)N[C@H]2CCN(C3C4CCCC3CCC4)C2)cc1Cl,9.17
CHEMBL327984,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,9.26
CHEMBL126530,C[C@H]1CN(c2ccccn2)CCN1Cc1nc2ccccc2[nH]1,7.28
CHEMBL93198,CCC(=O)Nc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C2)cc1Cl,8.82
CHEMBL126687,Fc1cccnc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.62
CHEMBL322802,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C[C@@H]1C,7.46
CHEMBL321492,COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc(Br)c2ccccc12,7.57
CHEMBL68191,CCN1C(=O)C(N2CCN(Cc3ccc(Cl)cc3)CC2)Cc2ccccc21,8.40
CHEMBL126754,C1=C(c2ccccn2)CCN(Cc2nc3ccccc3[nH]2)C1,7.96
CHEMBL325818,COc1c(C(=O)NC[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,6.89
CHEMBL440687,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)nc1,7.91
CHEMBL298875,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(Br)c2ccccc12,7.68
CHEMBL92199,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(C2CCCCCC2)C1,8.57
CHEMBL96703,COc1cc(NC(=O)C2CC2)c(Cl)cc1C(=O)N[C@H]1CCN(CC2CCCCC2)C1,8.48
CHEMBL430522,COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc(Br)c2ccccc12,7.77
CHEMBL329106,COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,8.96
CHEMBL77708,c1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1,7.51
CHEMBL126361,COc1ccccc1C1CCN(Cc2nc3ccccc3[nH]2)CC1,7.00
CHEMBL61079,Cc1c(C2CCN(CCc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1,8.92
CHEMBL430522,COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@@H]2C)cc(Br)c2ccccc12,7.23
CHEMBL112833,C#Cc1cc(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)c(OC)c2ccccc12,8.15
CHEMBL302075,Clc1ccc(N2CCN(C[C@H]3C[C@@H]3c3ccccc3)CC2)c(Cl)c1,8.30
CHEMBL302340,CCN1C(=O)C(N2CCN(Cc3ccc(C)cc3)CC2)CCc2ccccc21,5.53
CHEMBL94200,COc1cc(NC(=O)C2CCCC2)c(Cl)cc1C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,7.75
CHEMBL127257,Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C,8.82
CHEMBL127257,Cc1ccc(N2CCN(Cc3nc4ccccc4[nH]3)CC2)cc1C,8.30
CHEMBL109472,COc1c(C(=O)N[C@@H]2CCN(Cc3ccccc3)C2)cc(C#Cc2ccccc2)c2ccccc12,5.82
CHEMBL42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,8.00
CHEMBL330216,CCCN1CCOC2c3cc(O)ccc3SCC21,7.35
CHEMBL127752,CCOc1ccccc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,7.60
CHEMBL339791,CS(=O)(=O)c1cccnc1N1CCN(Cc2nc3ccccc3[nH]2)CC1,6.87
CHEMBL127290,Cc1ccc(C)c(N2CCN(Cc3nc4ccccc4[nH]3)CC2)c1,8.42
CHEMBL127290,Cc1ccc(C)c(N2CCN(Cc3nc4ccccc4[nH]3)CC2)c1,9.00
CHEMBL109912,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)C[C@@H]2C)cc1Cl,8.80
CHEMBL321492,COc1c(C(=O)N[C@H]2CN(Cc3ccccc3)C[C@H]2C)cc(Br)c2ccccc12,8.57
CHEMBL267014,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1,9.37
CHEMBL61195,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)no3)CC2)cc1,8.44
CHEMBL128040,c1ccc(N2CCN(CCc3nc4ccccc4[nH]3)CC2)nc1,7.64
CHEMBL53,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,8.37
CHEMBL135152,CCCNC1CCc2c(cccc2OC)C1,6.31
CHEMBL11615,CCCN(CCC)C1CCc2c(cccc2OC)C1,6.20
CHEMBL315564,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(c3ccccc3)CC2)[C@@H](C)O1,6.54
CHEMBL83306,C[C@@H]1OC(c2ccccc2)=N[C@H]1CN1CCN(c2ccccc2)CC1,6.36
CHEMBL336295,CCCN(CCc1cccs1)[C@@H]1CCc2ccc(OC)cc2C1,7.64
CHEMBL132261,CCCN(CCc1cccs1)C1CCc2c(cccc2OC2CCCC2)C1,6.49
CHEMBL134747,CCCN(CCc1ccccc1)C1CCc2ccc(O)cc2C1,7.27
CHEMBL134759,CCNC1CCc2c(cccc2OC)C1,5.82
CHEMBL540039,Cl.c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,7.14
CHEMBL540039,Cl.c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,7.51
CHEMBL7806,CCCN(CCc1ccsc1)C1CCc2c(O)cccc2C1,7.14
CHEMBL135944,CCCN(CCC)[C@H]1CCc2ccc(OC)cc2C1,6.47
CHEMBL313320,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(c3ccccc3)CC2)CO1,5.80
CHEMBL82527,c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CS2)cc1,5.92
CHEMBL83306,C[C@@H]1OC(c2ccccc2)=N[C@H]1CN1CCN(c2ccccc2)CC1,6.16
CHEMBL86060,c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CO2)cc1,6.39
CHEMBL315564,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(c3ccccc3)CC2)[C@@H](C)O1,5.48
CHEMBL335392,CCCN(C)C1CCc2ccc(O)cc2C1,7.50
CHEMBL135954,CCCN(CCc1cccs1)C1CCc2ccc(O)cc2C1,7.66
CHEMBL86060,c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CO2)cc1,6.47
CHEMBL134326,CCCN(CCC)[C@@H]1CCc2ccc(OC)cc2C1,5.82
CHEMBL334472,CCCNC1CCc2c(O)cccc2C1,7.12
CHEMBL109684,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,7.27
CHEMBL301559,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,6.96
CHEMBL540039,Cl.c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,9.02
CHEMBL540039,Cl.c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,7.29
CHEMBL540039,Cl.c1ccc(C2=NC[C@H](CN3CCN(c4ccccc4)CC3)N2)cc1,7.51
CHEMBL82527,c1ccc(C2=N[C@@H](CN3CCN(c4ccccc4)CC3)CS2)cc1,5.75
CHEMBL336652,CCCNC1CCc2ccc(O)cc2C1,6.57
CHEMBL313320,COc1ccc(Br)cc1C1=N[C@@H](CN2CCN(c3ccccc3)CC2)CO1,6.41
CHEMBL133938,CCCN(CCc1cccs1)[C@H]1CCc2ccc(OC)cc2C1,6.87
CHEMBL134866,COc1cccc2c1CCC(N(C)C)C2,6.13
CHEMBL135932,CN(C)C1CCc2ccc(O)cc2C1,6.14
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,8.74
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,7.28
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,7.51
CHEMBL134571,CCN(C)C1CCc2ccc(O)cc2C1,5.99
CHEMBL134701,CCN(CC)C1CCc2c(cccc2OC)C1,6.02
CHEMBL15146,CCCN(CCC)[C@@H]1CCc2c(O)cccc2C1,6.74
CHEMBL269004,CCCN(CCC)[C@H]1CCc2c(O)cccc2C1,7.33
CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,7.26
CHEMBL135048,CNC1CCc2c(cccc2OC)C1,6.22
CHEMBL94015,CCCN1COC[C@@H]2c3cc(O)ccc3OC[C@H]21,5.16
CHEMBL278751,CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C,7.32
CHEMBL161811,CCCN(CCC)[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C,6.92
CHEMBL160932,Cc1nn2c(C#N)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,8.64
CHEMBL160932,Cc1nn2c(C#N)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,7.92
CHEMBL135044,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CN1CCc3ccccc3C1)CC2,6.28
CHEMBL440506,COc1ccc2c3c(c(=O)oc2c1)CN(CCc1ccccc1)CC3,8.10
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.66
CHEMBL160749,Cc1nn2c(-c3ccc(F)cc3)cccc2c1CN1CCN(c2ccc(Cl)cc2)CC1,7.06
CHEMBL92489,Cc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3,8.44
CHEMBL91067,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccccc1Cl)CC3,7.47
CHEMBL80833,Clc1ccc(-c2cc(C3CCCN(Cc4ccccc4)C3)[nH]n2)cc1,6.39
CHEMBL80207,CC1(c2cc(-c3ccc(Cl)cc3)[nH]n2)CCN(Cc2ccccc2)CC1,7.33
CHEMBL444309,Cc1c(C2CCN(CCc3ccccc3)CC2)noc1-c1ccc(Cl)cc1,8.46
CHEMBL309901,Cc1c(C2CCN(Cc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1,8.80
CHEMBL2112285,O=C(/C=C(\O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,7.92
CHEMBL61079,Cc1c(C2CCN(CCc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1,8.92
CHEMBL135357,O=C(O)C(=O)O.Oc1cc2c(cc1Cl)CC[C@H](CNCc1ccccc1)O2,8.06
CHEMBL80318,Cc1c(-c2ccccc2)n[nH]c1C1=CCN(CCc2ccccc2)CC1,8.51
CHEMBL78923,Nc1nc(-c2ccc(Cl)cc2)cc(C2CCN(Cc3ccccc3)CC2)n1,9.00
CHEMBL314095,O=c1oc2cc(O)ccc2c2c1CN(Cc1ccc(Cl)cc1)CC2,8.62
CHEMBL134343,O=C(O)C(=O)O.Oc1cc2c(cc1Cl)CC[C@@H](CNCc1ccccc1)O2,7.14
CHEMBL160266,Clc1ccc(N2CCN(Cc3cnn4c(N5CCN(Cc6ccccc6)CC5)cccc34)CC2)cc1,6.75
CHEMBL240773,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21,8.70
CHEMBL329126,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(C)cc1)CC3,8.59
CHEMBL79098,c1ccc(CCN2CCC(c3cc(-c4ccncc4)[nH]n3)CC2)cc1,7.28
CHEMBL61195,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)no3)CC2)cc1,8.44
CHEMBL78933,CCc1c(C2CCN(Cc3ccccc3)CC2)n[nH]c1-c1ccc(Cl)cc1,8.82
CHEMBL135395,O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCc1ccccc1)CC2,6.72
CHEMBL61080,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)[nH]n3)CC2)cc1,7.21
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,8.64
CHEMBL91273,COc1ccc2c3c(c(=O)oc2c1)CN(Cc1ccc(F)cc1)CC3,8.37
CHEMBL349843,CCCN[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C,6.21
CHEMBL420954,Clc1ccc(-c2cc(C3CCN(CC4CCCCC4)CC3)[nH]n2)cc1,7.89
CHEMBL90466,Cc1cc(O)c2c3c(c(=O)oc2c1)CN(Cc1ccccc1)CC3,6.84
CHEMBL311832,c1ccc(CCN2CCC3(CCc4c3n[nH]c4-c3ccccc3)CC2)cc1,6.03
CHEMBL80722,Cc1c(-c2ccc(Cl)cc2)nc(N)nc1C1CCN(CCc2ccccc2)CC1,8.33
CHEMBL134807,O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCc1ccccc1)CC2,6.94
CHEMBL160626,N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,8.82
CHEMBL160626,N#Cc1cccc2c(CN3CCN(c4ccc(Cl)cc4)CC3)cnn12,8.82
CHEMBL7927,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,8.51
CHEMBL7927,Clc1ccc(N2CCN(Cc3cnn4ccccc34)CC2)cc1,7.92
CHEMBL58296,Clc1ccc(CN2CCC(c3cc(-c4ccc(Cl)cc4)on3)CC2)cc1,7.36
CHEMBL76090,Clc1ccc(-c2cc(C3CCN(Cc4ccccc4)CC3)[nH]n2)cc1,8.04
CHEMBL160396,OCc1cccn2ncc(CN3CCN(c4ccc(Cl)cc4)CC3)c12,6.96
